Chunk 	 RSQ
0	0.540350863857
1	0.489045642388
2	0.595199473867
3	0.540088802807

overall_gold_y	overall_pred_y	overall_adj
0.686878	[ 0.69297832]	steep
0.538997	[ 0.59121817]	high
-4.04086	[-2.12891936]	minor
0.730091	[ 0.37189245]	great
-0.040822	[ 0.39300221]	broad
0.718253	[ 0.66180164]	dramatic
-2.28238	[-1.10449028]	typical
-0.208755	[-0.80881989]	familiar
-0.534677	[-0.32429618]	solid
-0.965081	[-2.42252707]	weak
-1.54045	[ 0.16520345]	obvious
-0.397497	[-0.23064259]	comfortable
-1.16074	[-0.64027774]	positive
0.367725	[-0.06206781]	unusual
-0.111226	[-0.05764335]	clear
1.04732	[ 0.56089014]	excessive
0.693147	[ 0.74121851]	grand
0.321584	[ 0.36851436]	generous
-0.747214	[-0.39941573]	appropriate
0.965081	[-0.08377153]	unusual
-1.38629	[-0.72115886]	usual
-0.753772	[-0.42291412]	fundamental
-2.99573	[-2.29957914]	poor
-1.60944	[-1.49143362]	sensitive
-0.693147	[-0.42780399]	likely
1.0033	[ 0.71964568]	significant
0.814508	[ 0.3381291]	generous
-0.619039	[-0.75680083]	routine
0.356675	[ 0.72552925]	strong
-0.0689929	[ 0.08318132]	nice
0.688217	[ 0.36826736]	sharp
-0.336472	[-0.43253312]	relative
0.562527	[ 0.51799041]	radical
0.553385	[ 0.26836187]	powerful
-0.916291	[-0.47213832]	moderate
-1.27046	[-1.5152154]	light
-0.142174	[ 0.01633084]	obvious
0.666479	[-0.27209827]	positive
-1.70475	[-2.22525668]	narrow
0.693147	[ 0.49836844]	radical
-0.143101	[-0.10664195]	promising
-1.46634	[-0.89965773]	fair
-3.3322	[-1.47698355]	light
-0.616774	[-0.74969226]	normal
-0.296266	[-0.73600119]	stable
-0.223144	[-0.03942078]	nice
0.965983	[ 0.32455438]	unexpected
0.203599	[ 0.48703235]	sizable
0.41871	[-0.14944753]	clear
-0.405465	[-0.4256669]	normal
0.265703	[ 0.72170025]	big
-0.916291	[-0.48368934]	reasonable
-0.641854	[ 0.68021625]	strong
0.554997	[-0.1498161]	crucial
0.479573	[ 0.38380527]	generous
-1.56292	[ 0.52426857]	excessive
1.3746	[ 0.30227792]	radical
-1.54045	[-2.30558944]	poor
0.0909718	[ 0.46888763]	considerable
0.613104	[ 0.83248252]	excessive
-0.462624	[-0.67757249]	traditional
-0.980829	[-2.32743073]	poor
-0.269664	[-0.37955883]	legitimate
-0.405465	[-0.68317086]	typical
-0.993252	[-0.59066081]	usual
0.424883	[ 0.15690202]	extensive
-0.583585	[-0.33659685]	important
-1.60944	[-0.84999746]	likely
0.200671	[ 0.04670709]	nice
0.686878	[ 0.68710977]	significant
0.523248	[ 0.2351824]	large
0.562308	[ 0.53516501]	substantial
-0.682218	[-0.28467607]	valuable
0.693147	[ 0.33090961]	high
-1.52606	[-0.7879203]	usual
-0.550046	[-0.04417402]	nice
0.510826	[ 0.54522687]	rich
0.481838	[-0.10806006]	valuable
-0.242946	[-0.87729919]	ordinary
-0.194156	[ 0.20199186]	rare
0.800567	[-0.73016548]	fundamental
-0.106972	[ 0.49213022]	substantial
-4.21951	[-2.59933567]	tiny
0.510826	[ 0.44373244]	vital
1.18377	[ 0.75388724]	remarkable
0.387766	[ 0.35154253]	liberal
0.446287	[ 0.63339025]	dramatic
-1.41099	[-2.50560832]	poor
-0.310155	[-0.60441989]	likely
0.271153	[ 0.51206678]	big
-0.653926	[ 0.36576468]	generous
-0.567984	[-0.18895775]	sound
0.387766	[-1.04895115]	bearish
0.380055	[ 0.14980376]	aggressive
-0.741937	[-0.48746175]	fair
-2.76212	[-2.7965529]	disappointing
-1.2164	[-0.70482123]	normal
-2.94444	[-1.29627192]	light
0.693147	[ 0.46629232]	competitive
0.649184	[ 0.35073614]	excessive
-0.207639	[-0.88645422]	routine
0.322773	[ 0.32542235]	strong
0.559616	[ 0.81046993]	big
0.223144	[ 0.85423082]	substantial
-0.251314	[-0.6216951]	fine
0.143101	[-0.47599787]	appropriate
0.0377403	[-0.41836718]	fundamental
0.125163	[-0.45994818]	fundamental
0.194788	[-0.56768507]	legitimate
-0.310155	[ 0.15653849]	extensive
0.374693	[ 0.2726959]	substantial
-1.19139	[-0.72558796]	usual
0.693147	[ 0.90233713]	intense
-0.120364	[ 0.23154962]	major
0.60859	[ 0.35766405]	serious
-0.710847	[-0.66440302]	traditional
0.301105	[ 0.437617]	large
-1.90954	[-0.08487308]	valuable
0.565992	[ 0.26049024]	large
0.356675	[ 0.18073678]	bullish
-0.0363676	[ 0.46193451]	considerable
-0.479573	[-0.51848704]	conventional
-3.61092	[-2.43335915]	weak
-0.902868	[-0.22814107]	solid
1.04982	[ 0.33559364]	liberal
0.641854	[ 0.57971376]	radical
-0.81093	[-0.30246478]	acceptable
0.487295	[ 0.56135875]	radical
0.421213	[ 0.17066175]	surprising
0.0173917	[ 0.57971901]	great
0.557602	[-0.91401416]	bearish
0.405465	[ 0.53913301]	deep
-0.0779615	[-0.98210126]	bearish
-3.66356	[ 0.02389592]	vital
0.477439	[ 0.50295275]	substantial
-1.92789	[-1.95957041]	minor
0.206336	[-0.70249218]	positive
0.693147	[ 0.77299863]	unexpected
-1.0229	[-0.89704865]	regular
-1.32176	[-1.68083858]	minor
-1.79176	[-1.81997657]	little
0.0984401	[-0.24828905]	important
-2.95751	[-2.11225152]	little
-0.723919	[-0.34737575]	appropriate
-1.47182	[-2.36519003]	slight
0.602602	[ 0.49410337]	striking
-0.362906	[-0.35809618]	usual
0.268264	[ 0.81830102]	intense
-1.0116	[-0.79600382]	familiar
-2.16905	[-1.29033172]	conservative
-0.0709517	[ 0.47776002]	great
0.167054	[-0.40466467]	conventional
-0.405465	[-0.40068892]	regular
-3.72397	[-2.52589607]	tiny
-0.328504	[-0.28823537]	appropriate
-0.405465	[-0.31891522]	appropriate
0.687576	[ 0.43620819]	powerful
0.538997	[ 0.69071478]	strong
-0.0518251	[-0.32411194]	healthy
-0.760287	[-0.16808236]	nice
-4.75932	[-2.60839295]	inadequate
-0.741937	[-0.06940019]	sound
-2.30259	[-2.53094792]	weak
0.127833	[ 0.01202649]	broad
0.162519	[ 0.27015877]	hefty
0.614895	[ 0.19898421]	severe
-2.70805	[-1.83368826]	minor
0.356675	[ 0.5632388]	hefty
-0.125163	[-1.30263758]	modest
-1.38629	[-0.4277994]	relative
-0.182322	[-0.63252544]	typical
-1.79176	[-1.94501114]	thin
0.396881	[ 0.6148594]	striking
2.22045e-16	[ 0.54738849]	hefty
-0.492476	[-0.61443716]	likely
0.609766	[ 0.68098694]	steep
-0.0418909	[-0.03858441]	promising
0.416894	[ 0.28173262]	large
-2.44235	[-2.60215712]	narrow
0.397302	[ 0.49474126]	dramatic
0.693147	[ 0.71430558]	critical
-1.50408	[-0.65924764]	typical
0.998529	[ 0.76251417]	striking
-1.70475	[-2.04945469]	thin
-2.02595	[-0.71551526]	acceptable
-0.0105821	[ 0.25193131]	hefty
-0.750967	[ 0.31538844]	radical
0.464306	[-0.048127]	solid
-2.00148	[-1.03863633]	routine
0.693147	[ 0.4563188]	remarkable
0.229862	[-1.02721095]	typical
-0.405465	[-0.19336522]	adequate
-0.394654	[-1.47846794]	modest
-1.8718	[-2.27773976]	weak
0.741937	[ 0.82012779]	intense
-1.09861	[-0.60377455]	stable
-1.4929	[-0.91631681]	regular
0.565314	[ 0.60010105]	large
0.414434	[ 0.47056872]	aggressive
0.93827	[ 0.75418609]	striking
-0.405465	[-0.42227569]	familiar
0.693147	[ 0.26461601]	major
-2.70805	[-2.4915452]	poor
-0.916291	[ 0.15812278]	important
-0.115069	[ 0.33597916]	significant
-1.79176	[-0.74986869]	moderate
0.262364	[-0.15134969]	favorable
-2.0149	[-0.6412698]	positive
0.538997	[ 0.25857198]	firm
0.693147	[ 0.45974725]	liberal
0.203599	[ 0.47662991]	high
-1.04145	[-1.01275897]	modest
0.444968	[ 0.1226669]	extensive
-0.733969	[-0.71539462]	ordinary
0.336472	[ 0.39348942]	vital
0.244197	[ 0.53535348]	radical
0.0851578	[-0.39528975]	positive
0.287682	[ 0.18400419]	sound
0.386417	[-0.57588065]	usual
-0.194156	[-0.69665825]	adequate
0.770705	[ 0.5036698]	substantial
0.693147	[ 0.65907341]	outstanding
-0.410238	[ 0.09572655]	competitive
-0.465363	[-0.65031612]	appropriate
0.776035	[-0.42259696]	unusual
0.297252	[ 0.49139434]	hefty
-0.77319	[-1.35177636]	conservative
-2.05412	[-2.4379704]	disappointing
-1.60944	[-2.00168014]	minor
-0.154151	[ 0.94666654]	substantial
-0.0150379	[ 0.59338552]	big
-3.02042	[-1.57000041]	tight
0.672944	[ 0.1057179]	unusual
0.530628	[ 0.47342223]	generous
1.1421	[ 0.38880378]	unexpected
0.362906	[ 0.48718697]	deep
0.565314	[ 0.40537554]	prominent
0.405465	[ 0.82167202]	significant
0.241162	[-0.76391274]	bearish
0.453006	[ 0.00497931]	generous
0.397683	[-0.28377491]	fundamental
-1.52606	[-0.48540932]	familiar
0.521297	[ 0.5195213]	prominent
-2.04769	[-0.37781507]	likely
1.21011	[ 0.71560496]	outstanding
0.113329	[ 0.62354547]	steep
0.555946	[ 0.44431907]	substantial
2.22045e-16	[-0.51115203]	usual
0.659246	[ 0.21793944]	solid
-0.842183	[ 0.399957]	rich
-0.167054	[ 0.25671321]	obvious
-2.74084	[-2.48604894]	inadequate
-0.363965	[-0.11575627]	sound
-2.3979	[-2.50869584]	poor
-0.167054	[-0.44057393]	familiar
-1.08463	[-0.68077105]	fair
-0.271934	[-0.53076553]	appropriate
-2.451	[-2.7263546]	tiny
-0.143101	[ 0.58867854]	favorable
0.679354	[ 0.36184376]	rich
0.192372	[ 0.06088889]	legitimate
0.464306	[ 0.62444013]	sharp
-2.44235	[-0.31982291]	stable
-0.551177	[-0.60153103]	acceptable
0.299243	[ 0.3520152]	aggressive
0.190518	[-0.18756217]	solid
-0.194156	[ 0.25263876]	important
0.555526	[ 0.56234914]	substantial
0.733153	[-0.16132873]	solid
0.693147	[ 1.03936648]	impressive
-0.287682	[-0.30468625]	conventional
0.684015	[ 0.91558689]	intense
-0.559616	[-0.43426496]	acceptable
2.22045e-16	[ 0.5707708]	big
-1.28402	[-2.16042852]	small
0.336472	[ 0.69135934]	powerful
0.693147	[ 0.71154648]	impressive
-0.530628	[-1.41631508]	conservative
0.17185	[-0.85097474]	modest
-0.0246926	[ 0.59163505]	competitive
0.327687	[-0.13982975]	unusual
0.830348	[ 0.59992403]	extraordinary
-0.667829	[-0.74531364]	regular
0.0870114	[ 0.09615326]	legitimate
-0.652873	[-0.59451681]	fine
0.459532	[-0.63527763]	usual
0.451985	[-0.25234252]	valuable
-0.559616	[-0.05751818]	firm
-0.720546	[-1.45609438]	tight
-0.106972	[ 0.53789753]	sharp
0.411296	[ 0.34685463]	generous
0.390866	[-0.06056041]	promising
-0.17185	[ 0.28490883]	clear
-2.0149	[ 0.57070869]	important
0.532175	[ 0.43531615]	impressive
-2.04122	[-1.58349669]	conservative
0.378898	[ 0.08200866]	wide
0.430783	[ 0.0723871]	comfortable
0.0689929	[ 0.24969262]	valuable
0.565808	[ 0.54583913]	outstanding
0.521297	[ 0.47849888]	competitive
-0.693147	[-0.10171074]	positive
-0.211309	[ 0.76652807]	strong
0.470004	[ 0.71969312]	outstanding
-4.65396	[-1.41343355]	thin
0.213574	[ 0.64408296]	powerful
-0.405465	[-0.41450596]	conventional
-3.1964	[-1.96964025]	narrow
-0.0521858	[ 0.60684139]	deep
-0.650588	[-1.75891232]	narrow
-0.117783	[ 0.39554602]	promising
0.464889	[-0.73865527]	modest
0.693147	[ 0.73191005]	substantial
-0.356675	[ 0.0283826]	adequate
0.693147	[ 0.60584456]	remarkable
0.076373	[ 0.32034367]	generous
-1.41099	[ 0.20820862]	favorable
1.30933	[-0.45489073]	rare
1.12847	[ 1.00623178]	strong
0.200671	[ 0.58628792]	great
-0.901902	[-0.39244097]	positive
0.133531	[-0.12867707]	fundamental
-0.559616	[-0.05315596]	fair
-0.659995	[-0.60936123]	relative
-0.348307	[ 0.70118695]	unexpected
0.393631	[-0.0008797]	clear
0.176812	[ 0.47416717]	large
-1.79176	[-1.93879366]	little
-0.641854	[-0.3258934]	routine
0.596687	[ 0.41172081]	extensive
-1.1474	[-0.24866617]	traditional
0.251314	[ 0.56538218]	strong
-0.0826917	[-0.2813732]	sound
0.689139	[ 0.77583319]	liberal
-1.7492	[-2.5601995]	slight
-0.287682	[-0.39877668]	routine
-1.37412	[-2.0723989]	minor
-0.133531	[ 0.88606209]	strong
0.826679	[ 0.53392917]	extraordinary
-0.916291	[-1.22703612]	conservative
-3.06805	[ 0.50678867]	steep
0.24686	[-0.06270385]	adequate
0.659246	[ 0.56178242]	prominent
-0.8232	[-0.68279791]	stable
0.543615	[ 0.64467126]	striking
-0.980829	[-0.1441462]	likely
-0.916291	[-0.15734702]	likely
-2.21557	[-0.38601896]	fundamental
0.310939	[ 0.59483272]	considerable
0.869771	[ 0.07041174]	broad
0.0645385	[-0.56628758]	moderate
0.561378	[ 0.23555678]	generous
-2.10191	[-1.53494859]	light
-0.167054	[-0.41973317]	routine
-0.693147	[-1.1930033]	little
0.664976	[ 0.4841668]	clear
0.0598981	[ 0.06222701]	obvious
0.479573	[ 0.9073841]	significant
-0.113944	[-0.25964922]	reasonable
-0.500775	[-1.21542287]	conservative
-0.916291	[ 0.66875249]	favorable
-0.0642423	[ 0.08663374]	vital
-1.45529	[-0.74667239]	bearish
-0.728239	[ 0.19798452]	firm
0.0425596	[ 0.61971527]	sizable
-1.20397	[-1.29195213]	sensitive
0.448694	[-0.51616466]	fair
0.0571584	[ 0.74090713]	rich
0.807558	[-0.07592601]	crucial
-2.57769	[-1.82842183]	little
-2.48491	[-0.6450249]	ordinary
0.536986	[ 0.34420568]	rich
0.776529	[ 0.24147063]	unusual
-0.0416727	[-0.18943536]	firm
0.971861	[ 0.60155469]	intense
0.300754	[ 0.16117442]	bullish
-1.54756	[-0.37839168]	fair
-0.256296	[-0.53145611]	normal
0.521999	[ 0.46539718]	impressive
0.693147	[ 0.66767365]	extraordinary
-0.0761614	[ 0.7882095]	deep
-4.20469	[-1.52410269]	conservative
0.693147	[ 0.44259626]	surprising
0.668756	[ 0.5913468]	dramatic
0.644357	[ 0.93374819]	deep
-0.14842	[ 0.15292841]	healthy
0.320472	[ 0.60733873]	steep
-2.3979	[-1.6631887]	low
0.693147	[ 0.38451773]	powerful
0.454736	[-0.45417124]	ordinary
-1.04732	[-0.29296225]	positive
-1.72722	[-1.48600554]	little
0.15104	[ 0.34012848]	high
-1.49165	[-2.81688333]	poor
0.362293	[-0.46397236]	fair
0.0779615	[ 0.16749781]	bullish
0.693147	[ 0.50568491]	favorable
-1.37372	[-2.90141034]	tiny
0.506561	[ 0.63400894]	great
0.526093	[ 0.60184652]	powerful
-1.25276	[-1.2908802]	light
0.440312	[-0.61969388]	fine
-1.36524	[-0.51971287]	regular
0.794305	[ 0.51341027]	huge
0.314493	[ 0.08438331]	favorable
0.133531	[-0.38957661]	acceptable
0.645519	[-0.16589516]	unusual
-3.44999	[-2.68166518]	tiny
-1.00145	[-1.97251391]	narrow
0.580352	[ 0.52544409]	radical
0.387766	[ 0.76565295]	big
-1.86478	[ 0.24118811]	favorable
-4.15888	[-1.95356989]	low
0.994623	[ 0.49517161]	surprising
-1.94591	[-0.1075148]	comfortable
0.474894	[ 0.1213823]	valuable
0.57098	[ 0.49681121]	favorable
0.233615	[ 0.2910853]	substantial
0.418249	[ 0.63061088]	deep
-0.405465	[-0.06030244]	legitimate
0.619039	[ 0.66724187]	extraordinary
-3.17805	[-0.82144105]	likely
0.693147	[ 0.82744294]	aggressive
-1.80212	[-2.85346341]	tiny
-1.35455	[-0.7181747]	ordinary
0.491281	[ 0.52303141]	outstanding
0.497032	[ 0.59697372]	competitive
-1.83258	[-2.44026613]	disappointing
0.608887	[-0.2170434]	solid
-1.50408	[ 0.06683093]	good
0.430783	[-0.30130488]	typical
0.650588	[ 0.63570076]	steep
-0.335817	[-0.03642035]	solid
-1.17866	[-1.31139183]	sensitive
-0.163484	[ 0.69373852]	serious
-1.2164	[-1.53040218]	conservative
1.17544	[ 0.36704832]	excessive
-0.916291	[-1.25412488]	conservative
2.22045e-16	[-0.51441956]	moderate
-1.16687	[-0.7021867]	usual
-0.362906	[-0.33511966]	normal
0.693147	[ 0.54362732]	significant
-2.25129	[-2.3942225]	narrow
-1.57554	[-0.40422356]	relative
-5.66988	[-2.67466545]	inadequate
-1.88454	[-1.56004024]	light
-2.15948	[-2.49499607]	disappointing
-2.56495	[-2.50947046]	tiny
-0.599621	[-1.99025798]	minor
-1.10966	[-0.82254422]	conventional
-2.21557	[-0.68105519]	stable
-0.885832	[-0.62473381]	adequate
-1.59505	[-2.01885128]	narrow
0.0186921	[-0.19146264]	legitimate
-1.78129	[-1.77486253]	tight
-0.485508	[-0.26014715]	traditional
0.37949	[ 0.15731704]	healthy
-1.20896	[-1.68939829]	thin
-3.46574	[-2.64248896]	poor
0.693147	[ 0.84064943]	extraordinary
0.105361	[-0.61180431]	conventional
0.546544	[ 0.93336719]	steep
-0.653142	[-2.17345428]	minor
-1.94591	[-2.12457895]	slight
-0.164303	[ 0.11135578]	sizable
-0.667829	[-0.43560869]	likely
0.801361	[ 0.49717289]	striking
-1.23837	[-0.72710156]	typical
-0.97456	[ 0.08639437]	obvious
0.568849	[ 0.61109668]	deep
-1.33281	[-2.31181121]	small
0.0480092	[ 0.63229734]	considerable
-0.405465	[-0.1090734]	fine
-6.17379	[-2.83116722]	poor
0.603199	[ 0.52022034]	striking
0.597837	[ 0.27063245]	broad
0.693147	[-0.47477373]	fundamental
-0.496437	[ 0.51585919]	clear
0.111226	[ 0.64519125]	rich
0.167396	[ 0.44718319]	sharp
0.517943	[ 0.25230461]	generous
-2.25129	[-0.3388108]	moderate
-0.587787	[-1.6777246]	little
-0.362906	[-0.5876348]	relative
0.453918	[ 0.73491317]	aggressive
-1.57554	[-0.26569021]	regular
-3.46574	[-0.39145705]	reasonable
0.637577	[ 0.65056437]	powerful
-1.88707	[-1.68870187]	low
0.110542	[ 0.66949075]	big
0.60158	[ 0.33761805]	sharp
-0.440057	[-0.64472145]	stable
0.836935	[ 0.50047952]	excessive
-0.0289875	[-0.5847553]	moderate
-0.902868	[-0.25507718]	legitimate
-0.467023	[ 0.05578321]	obvious
1.54045	[-0.22314662]	rare
-0.0176996	[ 0.34587806]	sizable
-0.824724	[-0.92295676]	modest
-1.25276	[-0.50189137]	normal
0.492476	[ 0.81245536]	liberal
-1.90868	[-1.70673633]	little
1.1827	[ 0.93879706]	radical
-1.76001	[-1.72463894]	thin
-0.231112	[-0.54566824]	moderate
2.22045e-16	[ 0.56254226]	healthy
-0.04652	[ 0.0823434]	nice
-1.62597	[-0.23769361]	sound
-2.56495	[-0.33628577]	fair
-1.25276	[-0.5508796]	routine
0.81093	[ 0.92783445]	huge
-3.23212	[-2.42977333]	slight
0.559616	[ 0.14532733]	fundamental
-0.628609	[-1.34157026]	sensitive
0.693147	[ 0.92368203]	strong
-0.725236	[-2.21527863]	small
-1.25276	[-0.76035553]	bearish
0.492476	[ 0.85139209]	huge
-2.35665	[-1.11667228]	modest
-1.09861	[-1.99223614]	low
2.22045e-16	[ 0.68699938]	severe
0.434038	[ 0.40820009]	dramatic
-0.510826	[-1.06579566]	light
0.887739	[ 0.88442475]	great
0.678109	[ 0.5991742]	steep
-0.693147	[-1.76719522]	narrow
-0.784955	[ 0.07314485]	obvious
-2.38647	[-2.10950351]	minor
0.178692	[ 0.42449254]	substantial
0.693147	[ 0.90365857]	considerable
-1.2164	[-1.2550627]	light
-1.06471	[-0.50058669]	typical
0.594176	[ 0.68389171]	high
0.532805	[ 0.03762466]	legitimate
0.398639	[-0.13084167]	broad
-5.37064	[-1.86332083]	narrow
0.71784	[ 0.79284519]	excessive
0.0571584	[ 0.37776023]	striking
-0.567106	[ 0.05197489]	promising
-0.472604	[ 0.41430098]	strong
0.514455	[ 0.66448075]	large
-0.112478	[ 0.55766422]	wide
0.0512933	[ 0.49248809]	sizable
-1.56862	[-2.17491102]	weak
0.693147	[ 0.79263359]	radical
0.356675	[ 0.84230989]	strong
-1.79176	[-2.42444563]	slight
-1.79176	[-2.37255907]	poor
-0.117783	[ 0.08011597]	favorable
0.693147	[ 0.81675655]	dramatic
-0.0145988	[ 0.49721187]	strong
0.272644	[ 0.46400696]	radical
0.196506	[-0.15717238]	fundamental
0.791587	[ 0.60900635]	unexpected
1.34373	[ 0.8902927]	excessive
0.405465	[ 0.7774387]	large
-0.672094	[-0.63003278]	normal
-2.57769	[-1.72831726]	thin
0.074108	[ 0.66161627]	crucial
2.22045e-16	[ 0.77116317]	critical
-0.597837	[ 0.01941526]	clear
-0.470004	[ 0.28818578]	bullish
0.325422	[ 0.25657731]	broad
-0.709677	[-0.01863891]	obvious
-1.38629	[-1.49783444]	thin
-0.97601	[-0.41461694]	familiar
0.66989	[ 0.36028653]	extensive
-0.559616	[-0.57959604]	normal
0.547435	[ 0.42244679]	prominent
-0.201866	[ 0.36859983]	rich
0.637577	[ 0.70095187]	great
-0.615186	[-0.45731425]	acceptable
-1.68434	[ 0.0697878]	healthy
0.410021	[ 0.56052321]	serious
-0.916291	[-2.23414946]	poor
0.46662	[-0.08494377]	unusual
-0.470004	[-1.7593689]	narrow
2.22045e-16	[ 0.39136237]	promising
0.426519	[ 0.61961132]	remarkable
-1.0116	[ 0.32797188]	vital
0.485508	[ 0.87008005]	striking
0.426084	[-0.53921759]	legitimate
0.374693	[ 0.76872629]	great
1.54881	[ 0.92108721]	radical
-2.22124	[-2.59294534]	inadequate
-3.7013	[-2.15535545]	small
0.693147	[-0.72370356]	rare
0.126752	[ 0.54579705]	rich
-1.55814	[-0.13635272]	conventional
-0.459532	[-2.00819898]	weak
-1.23474	[-2.11596704]	small
-0.15963	[ 0.06127799]	obvious
-2.84781	[-1.68717527]	little
-0.0363676	[-0.63612825]	ordinary
-3.01821	[-1.6281389]	light
-1.39872	[-0.66729271]	familiar
-0.428996	[ 0.06878918]	prominent
0.052368	[-0.68509889]	fine
-0.628609	[ 0.39683467]	generous
-1.17866	[-1.49027205]	sensitive
-0.916291	[-0.15767229]	likely
0.470004	[-0.3968316]	rare
0.808217	[ 0.27679724]	generous
-1.38629	[-0.2938475]	comfortable
-1.02962	[-1.6075418]	conservative
-0.0504309	[ 0.22607452]	broad
0.693147	[-0.03554744]	fundamental
0.538997	[ 0.77742201]	strong
-0.367725	[ 0.27511841]	healthy
-1.50408	[-0.26476765]	appropriate
-0.0800427	[ 0.5815993]	powerful
0.424883	[ 0.45579988]	steep
-0.496437	[-0.53975296]	normal
0.559616	[ 0.94737691]	major
2.22045e-16	[ 0.30764288]	nice
0.693147	[ 0.8545962]	extraordinary
0.510826	[ 0.74834901]	sharp
0.396881	[ 0.16137862]	prominent
0.651989	[ 0.60395902]	considerable
0.33475	[ 0.46900004]	considerable
0.278713	[ 0.42662722]	generous
-2.12026	[-2.00337481]	slight
-2.65926	[-1.45206678]	tight
0.528844	[ 0.50665599]	significant
-0.0689929	[ 0.39469022]	solid
0.648695	[ 0.64832407]	extensive
0.343772	[ 0.40220314]	major
-1.17351	[-0.55375117]	traditional
0.454255	[ 0.5136382]	deep
0.0259755	[-0.50194204]	adequate
0.65678	[ 0.75084955]	strong
-0.916291	[-1.3591373]	thin
0.182322	[ 0.35987157]	excessive
0.438255	[ 0.70598787]	dramatic
-0.331777	[-0.35013998]	regular
0.659811	[ 0.57837683]	striking
0.834226	[ 0.44817299]	unexpected
0.619039	[ 0.53211933]	unexpected
-0.362906	[ 0.64545709]	wide
-2.03143	[-0.37866232]	positive
-0.394292	[-0.64979428]	appropriate
-0.109199	[ 0.55539042]	strong
-3.03255	[-2.74323368]	inadequate
-3.7495	[-2.06969523]	minor
0.405465	[ 0.88369268]	impressive
0.365934	[ 0.58709365]	great
-0.313092	[-0.08562857]	firm
-3.55535	[-2.40143204]	tiny
0.693147	[ 0.83523542]	outstanding
0.553385	[ 0.55161244]	major
0.693147	[ 0.82910258]	significant
-0.879249	[-0.41661876]	appropriate
0.0699586	[ 0.19250083]	wide
-0.449917	[ 0.26236135]	healthy
0.424883	[ 0.43522257]	wide
-0.609766	[ 0.04649889]	favorable
-0.276253	[ 0.83966237]	powerful
-1.09861	[-0.32756013]	regular
0.223144	[ 0.29976004]	firm
-2.21102	[-2.5217936]	inadequate
-0.303186	[-0.56700826]	familiar
-2.04122	[-2.81680441]	tiny
-0.340927	[ 0.5479359]	high
0.693147	[-0.39647084]	sound
0.405465	[ 0.29118258]	vital
0.170626	[ 0.31930202]	steep
-3.7095	[-0.94471681]	bearish
0.559616	[ 0.56651264]	clear
-0.76214	[-1.3392539]	tight
0.249216	[ 0.72088701]	excessive
1.2646	[ 0.59211415]	severe
0.705123	[ 0.33136851]	radical
-0.113329	[-0.72233999]	typical
0.257829	[ 0.74899215]	critical
-0.105361	[ 0.88293904]	unexpected
0.0571584	[ 0.27560383]	sizable
0.255011	[ 0.52477521]	outstanding
0.675755	[ 0.87960237]	striking
0.77319	[ 1.03062105]	considerable
-0.559616	[-0.28031045]	regular
0.182322	[-0.10767728]	conventional
0.693147	[ 0.21174043]	sound
0.559616	[ 0.97808462]	serious
-2.10006	[-1.90587473]	little
0.305382	[ 0.94475919]	big
0.551497	[ 0.55142313]	rich
-0.559616	[-0.37471732]	typical
-1.90211	[-2.5732007]	poor
-0.0137933	[-0.53482389]	moderate
-0.838329	[-0.47475556]	moderate
0.641854	[ 0.10676003]	healthy
2.22045e-16	[-0.50721049]	typical
2.22045e-16	[ 1.08367968]	steep
-0.24686	[ 0.27878994]	crucial
0.875469	[ 1.00837898]	competitive
-1.70475	[-2.38940811]	tiny
0.860201	[ 0.71776491]	hefty
0.470004	[ 0.81051677]	steep
-0.117783	[-0.13377053]	moderate
-0.0540672	[ 0.15482855]	comfortable
0.875469	[ 0.84599906]	striking
-0.536801	[-0.18734145]	sound
-1.7492	[-2.31390452]	disappointing
0.463131	[ 0.3259111]	surprising
-0.167054	[-1.30896378]	sensitive
-1.34993	[-1.5165081]	little
-0.986495	[-1.48831689]	tight
-1.0116	[-0.15002298]	conventional
0.548898	[ 0.43107182]	serious
-1.12393	[-2.60129237]	disappointing
1.17996	[ 0.64190227]	extensive
-0.154151	[-1.1822145]	conservative
0.271934	[-0.45221096]	fine
0.278713	[-0.69626009]	acceptable
0.126752	[ 0.76944178]	severe
0.693147	[ 0.55108553]	powerful
-0.300105	[-0.51894188]	fair
0.218254	[ 0.56923634]	competitive
-0.863046	[-0.07120478]	good
-0.318454	[ 0.67509943]	aggressive
-0.650588	[-0.36347747]	routine
0.655876	[ 0.54365474]	great
-1.23214	[-0.33282894]	fundamental
-0.673729	[-0.42687759]	reasonable
-0.896088	[-1.5302937]	conservative
-0.567984	[-0.3891446]	typical
0.625325	[ 0.38813919]	crucial
-2.07944	[ 0.1800651]	obvious
1.12059	[ 0.97049409]	considerable
-0.163629	[ 0.02866286]	promising
0.591365	[ 0.84821266]	sharp
-3.28341	[-1.3582356]	sensitive
-0.594707	[-0.38572365]	fine
-0.63908	[-0.55873519]	rare
-0.0606246	[ 0.86355072]	substantial
0.670025	[ 0.63427442]	rich
-0.331357	[ 0.33577377]	prominent
-0.0428817	[-0.1843788]	comfortable
0.637577	[ 0.58416289]	hefty
0.614366	[-0.10502845]	legitimate
-1.32176	[ 0.10433674]	firm
-1.25276	[-0.46899173]	positive
2.22045e-16	[ 0.39680749]	clear
-0.0822381	[ 0.25394279]	critical
-0.693147	[-0.41128021]	routine
-0.893818	[-2.07441521]	small
-0.310155	[ 0.22667629]	favorable
