-DOCSTART- -X- -X- O
a a PartType=Vb|PronType=Rel PART
chaidh rach Tense=Past VERB
a a Gender=Fem|Number=Sing|Person=3 DET
toirt toir VerbForm=Inf NOUN
sìos sìos _ ADV
le le _ ADP
Dòmhnall Dòmhnall Case=Dat|Gender=Masc PROPN
Iain Iain Case=Nom|Gender=Masc PROPN
Dòmhnallach Dòmhnallach _ PROPN
, , _ PUNCT
mac mac Case=Nom|Gender=Masc|Number=Sing NOUN
Dhonnchaidh Donnchaidh Case=Gen|Gender=Masc PROPN
a a PartType=Vb|PronType=Rel PART
dh'ainmich ainmich Tense=Past VERB
mi mi Number=Sing|Person=1 PRON
, , _ PUNCT
o bho _ ADP
bhràthair bràthair Case=Dat|Gender=Masc|Number=Sing NOUN
Dhonnchaidh Donnchaidh Case=Gen|Gender=Masc PROPN
, , _ PUNCT
Niall Niall Case=Nom|Gender=Masc PROPN
mac mac PartType=Pat NOUN
Dhòmhnaill Dòmhnaill Case=Gen|Gender=Masc PROPN
'ic 'ic PartType=Pat NOUN
Dhonnchaidh Donnchaidh Case=Gen|Gender=Masc PROPN
nach nach PartType=Vb|Polarity=Neg|PronType=Rel PART
maireann maireann Tense=Pres VERB
. . _ PUNCT

Ann ann _ ADP
an an _ ADP
1979 1979 _ NUM
, , _ PUNCT
gu gu PartType=Ad PART
mì-fhortanach mì-fhortanach _ ADV
an an _ ADP
déidh déidh _ ADP
bàs bàs Case=Nom|Gender=Masc|Number=Sing NOUN
Dhòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
Alasdair Alasdair Case=Nom|Gender=Masc PROPN
( ( _ PUNCT
bh. bh. _ NOUN
1978 1978 _ NUM
) ) _ PUNCT
lorg lorg Tense=Past VERB
mi mi Number=Sing|Person=1 PRON
fhéin fhéin Reflex=Yes PRON
agus agus _ CCONJ
an an Gender=Masc|Number=Sing DET
Dr dr _ NOUN
Bruford Bruford _ PROPN
teacs teacs Case=Nom|Gender=Masc|Number=Sing NOUN
den den _ ADP
sgeulachd sgeulachd Case=Dat|Gender=Fem|Number=Sing NOUN
am an _ ADP
measg measg _ ADP
phàipeirean pàipeir Case=Gen|Gender=Masc|Number=Plur NOUN
Alasdair Alasdair Case=Gen|Gender=Masc PROPN
MhicGille-Mhìcheil MicGille-Mhìcheil _ PROPN
an an _ ADP
Oilthigh oilthigh Case=Dat|Gender=Masc|Number=Sing NOUN
Dhùn Dùn _ PROPN
Èideann Èideann _ PROPN
. . _ PUNCT

Cha cha PartType=Cmpl|Polarity=Neg PART
bu is _ AUX
bheag beag _ ADJ
ar ar Number=Plur|Person=1 DET
n-iongnadh iongnadh Case=Nom|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
ar ar Number=Plur|Person=1 DET
n-aoibhneas aoibhneas Case=Nom|Gender=Masc|Number=Sing NOUN
an an Gender=Fem|Number=Sing DET
uair uair Case=Nom|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
rinn dèan Tense=Past VERB
sinn sinn Number=Plur|Person=1 PRON
a-mach a-mach _ ADV
gur is _ AUX
h-ann ann Gender=Masc|Number=Sing|Person=3 ADP
aig aig _ ADP
seanair seanair Case=Dat|Gender=Masc|Number=Sing NOUN
Dhòmhnaill Dòmhnaill Case=Gen|Gender=Masc PROPN
Alasdair Alasdair Case=Nom|Gender=Masc PROPN
, , _ PUNCT
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
mac mac PartType=Pat NOUN
lain lain Case=Gen|Gender=Masc PROPN
'ic 'ic PartType=Pat NOUN
Ràghaill Ràghaill Case=Gen|Gender=Masc PROPN
an an _ ADP
Eirisgeigh Eirisgeigh _ PROPN
a a PartType=Vb|PronType=Rel PART
fhuair faigh Tense=Past VERB
MacGille-Mhìcheil MacGille-Mhìcheil _ PROPN
an an Gender=Fem|Number=Sing DET
innse innse Case=Nom|Gender=Fem|Number=Sing NOUN
seo seo _ DET
ann ann _ ADP
an an _ ADP
1865 1865 _ NUM
. . _ PUNCT

Is is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
mi mi Number=Sing|Person=1 PRON
cur cuir _ NOUN
romham ro Number=Sing|Person=1 ADP
anns anns _ ADP
a' an Gender=Fem|Number=Sing DET
phàipear pàipear Case=Dat|Gender=Masc|Number=Sing NOUN
seo seo _ DET
beachd beachd Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Inf PART
ghabhail gabh VerbForm=Inf NOUN
air air _ ADP
plota plota Case=Dat|Gender=Masc|Number=Sing NOUN
no no _ CCONJ
air air _ ADP
cruth cruth Case=Dat|Gender=Masc|Number=Sing NOUN
nan an Case=Gen|Gender=Masc|Number=Plur DET
seòrsachan seòrsa Case=Gen|Gender=Masc|Number=Plur NOUN
a a PartType=Vb|PronType=Rel PART
fhuaras fuaras Person=0|Tense=Past VERB
aig aig _ ADP
Dòmhnall Dòmhnall Case=Dat|Gender=Masc PROPN
Alasdair Alasdair Case=Nom|Gender=Masc PROPN
agus agus _ CCONJ
aig aig _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
sheanair seanair Case=Dat|Gender=Masc|Number=Sing NOUN
an an _ ADP
coimeas coimeas Case=Dat|Gender=Masc|Number=Sing NOUN
ri ri _ ADP
chéile chéile Reflex=Yes PRON
, , _ PUNCT
agus agus _ CCONJ
an an _ ADP
coimeas coimeas Case=Dat|Gender=Masc|Number=Sing NOUN
cuideachd cuideachd _ ADV
ris ri _ ADP
an an Gender=Fem|Number=Sing DET
sgeulachd sgeulachd Case=Dat|Gender=Fem|Number=Sing NOUN
mar mar _ SCONJ
a a PartType=Vb|PronType=Rel PART
gheibhear faigh Person=0|Tense=Fut VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
anns anns _ ADP
na an Gender=Fem|Number=Plur DET
làmh-sgrìobhainnean làmh-sgrìobhainn Case=Dat|Gender=Fem|Number=Plur NOUN
, , _ PUNCT
a' ag _ PART
gabhail gabh VerbForm=Vnoun NOUN
mar mar _ ADP
eisimpleir eisimpleir Case=Dat|Gender=Masc|Number=Sing NOUN
an an Gender=Masc|Number=Sing DET
teacs teacs Case=Gen|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
chuir cuir Tense=Past VERB
O o PartType=Pat NOUN
Gráda Gráda _ PROPN
an an _ ADP
clò clò Case=Dat|Gender=Masc|Number=Sing NOUN
ann ann _ ADP
an an _ ADP
Silva Silva _ PROPN
Gadelica Gadelica _ PROPN
. . _ PUNCT

Tha bi Tense=Pres VERB
bàrdachd bàrdachd Case=Nom|Gender=Fem|Number=Sing NOUN
Ghàidhlig gàidhlig Case=Gen|Gender=Fem|Number=Sing NOUN
de de _ ADP
dhà dhà _ NUM
bhun-sheòrsa bun-sheòrsa Case=Dat|Gender=Masc|Number=Sing NOUN
'ga 'ga _ PART
dèanamh dèan VerbForm=Vnoun NOUN
an an _ ADV
diugh diugh _ ADV
. . _ PUNCT

Tha bi Tense=Pres VERB
aon aon _ NUM
sheòrsa seòrsa Case=Nom|Gender=Masc|Number=Sing NOUN
air air _ PART
a a Gender=Masc|Number=Sing|Person=3 DET
tharruing tarruing VerbForm=Inf NOUN
dìreach dìreach _ ADV
bho bho _ ADP
'n an Gender=Masc|Number=Sing DET
t-sean-ghnàthas sean-ghnàthas Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Tha bi Tense=Pres VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
a' ag _ PART
riochdachadh riochdaich VerbForm=Vnoun NOUN
a’ an Case=Gen|Gender=Masc|Number=Sing DET
ghnàthais gnàthas Case=Gen|Gender=Masc|Number=Sing NOUN
sin sin _ DET
anns anns _ ADP
an an Gender=Masc|Number=Sing DET
am am Case=Dat|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
an an _ ADP
làthair làthair Case=Dat|Gender=Fem|Number=Sing NOUN
ach ach _ CCONJ
tha bi Tense=Pres VERB
cuibhreachadh cuibhreachadh Case=Nom|Gender=Masc|Number=Sing NOUN
a’ an Case=Gen|Gender=Masc|Number=Sing DET
ghnàthais gnàthas Case=Gen|Gender=Masc|Number=Sing NOUN
gu gu PartType=Ad PART
mór mór _ ADV
a' ag _ PART
toirt toir VerbForm=Vnoun NOUN
feac feac Case=Gen|Gender=Masc|Number=Sing NOUN
às as Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

Tha bi Tense=Pres VERB
càirdeas càirdeas Case=Nom|Gender=Masc|Number=Sing NOUN
an an Case=Gen|Gender=Masc|Number=Sing DET
t-seòrsa seòrsa Case=Gen|Gender=Masc|Number=Sing NOUN
eile eile Case=Gen|Gender=Masc|Number=Sing ADJ
- - _ PUNCT
a’ an Gender=Fem|Number=Sing DET
bhàrdachd bàrdachd Case=Nom|Gender=Fem|Number=Sing NOUN
nuadhasach nuadhasach Case=Nom|Gender=Fem|Number=Sing ADJ
- - _ PUNCT
ris ri _ ADP
an an Gender=Masc|Number=Sing DET
traidisean traidisean Case=Dat|Gender=Masc|Number=Sing NOUN
nas nas PartType=Comp PART
caime cam Degree=Cmp,Sup ADJ
, , _ PUNCT
ged ged _ SCONJ
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
an an Gender=Masc|Number=Sing DET
ceangal ceangal Case=Nom|Gender=Masc|Number=Sing NOUN
soilleir soiller Case=Nom|Gender=Masc|Number=Sing ADJ
gu gu PartType=Ad PART
leòr leòr _ ADV
. . _ PUNCT

Tha bi Tense=Pres VERB
buaidh buaidh Case=Nom|Gender=Fem|Number=Sing NOUN
mheadhanach mheadhanach _ ADV
mhór mór _ ADJ
aig aig _ ADP
dòighean dòigh Case=Dat|Gender=Fem|Number=Plur NOUN
coigreach coigreach Case=Dat|Gender=Fem|Number=Plur ADJ
oirre air Gender=Fem|Number=Sing|Person=3 ADP
, , _ PUNCT
gach gach _ DET
cuid cuid Case=Nom|Gender=Fem|Number=Sing NOUN
litreachasail litreachasail _ ADJ
agus agus _ CCONJ
culturach culturach _ ADJ
. . _ PUNCT

Tha bi Tense=Pres VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
eadar-dhealaichte eadar-dhealaichte _ ADJ
ris ri _ ADP
a’ an Gender=Fem|Number=Sing DET
bhàrdachd bàrdachd Case=Dat|Gender=Fem|Number=Sing NOUN
ghnàthasaich gnàthasaich Case=Dat|Gender=Fem|Number=Sing ADJ
ann ann _ ADP
an an _ ADP
cuspair cuspair Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
ann ann _ ADP
an an _ ADP
seasamh seasamh Case=Dat|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
ann ann _ ADP
an an _ ADP
cumadh cumadh Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

A' ag _ PART
cur cuir VerbForm=Vnoun NOUN
an an _ ADP
céill céill Case=Dat|Gender=Fem|Number=Sing NOUN
mar mar _ ADV
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
an an Gender=Masc|Number=Sing DET
saoghal saoghal Case=Nom|Gender=Masc|Number=Sing NOUN
air air _ PART
atharrachadh atharraich VerbForm=Vnoun NOUN
, , _ PUNCT
'sann is _ AUX
's is _ AUX
dòcha dòcha _ NOUN
ann ann _ ADP
an an _ ADP
eadardhealach eadardhealach Case=Dat|Gender=Masc|Number=Sing NOUN
cuspair cuspair Case=Gen|Gender=Masc|Number=Sing NOUN
as is _ AUX
lugha beag Degree=Cmp,Sup ADJ
a a PartType=Vb|PronType=Rel PART
gheibh faigh Tense=Fut VERB
sinn sinn Number=Plur|Person=1 PRON
de de _ ADP
annas annas Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

'S is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
air air _ ADP
bàrdachd bàrdachd Case=Dat|Gender=Fem|Number=Sing NOUN
de de _ ADP
'n an Gender=Masc|Number=Sing DET
dàrna dàrna _ NUM
seòrsa seòrsa Case=Dat|Gender=Masc|Number=Sing NOUN
sin sin _ DET
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
an an Gender=Masc|Number=Sing DET
co-chruinneachadh co-chruinneachadh Case=Nom|Gender=Masc|Number=Sing NOUN
sa sa _ DET
a a _ ADV
mach mach _ ADV
. . _ PUNCT

An an _ ADP
déidh déidh _ ADP
sin sin _ PRON
cha cha PartType=Cmpl|Polarity=Neg PART
bu is _ AUX
mhisde dona _ ADJ
sinn sinn Number=Plur|Person=1 PRON
tòiseachadh tòisich _ NOUN
le le _ ADP
sùil sùil Case=Nom|Gender=Fem|Number=Sing NOUN
ghoirid goirid Case=Nom|Gender=Fem|Number=Sing ADJ
a a PartType=Inf PART
thoirt toir VerbForm=Inf NOUN
air air _ ADP
cruth cruth Case=Dat|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
ionad ionad Case=Dat|Gender=Masc|Number=Sing NOUN
na an Case=Gen|Gender=Fem|Number=Sing DET
bàrdachd bàrdachd Case=Gen|Gender=Fem|Number=Sing NOUN
ghnàthasaich gnàthasaich Case=Gen|Gender=Fem|Number=Sing ADJ
; ; _ PUNCT
mar mar _ SCONJ
a a PartType=Vb|PronType=Rel PART
thuirt abair Tense=Past VERB
sinn sinn Number=Plur|Person=1 PRON
a a _ ADV
cheana cheana _ ADV
tha bi Tense=Pres VERB
ceangal ceangal Case=Nom|Gender=Masc|Number=Sing NOUN
eadar eadar _ ADP
na an Number=Plur DET
dhà dhà _ PRON
. . _ PUNCT

Is is _ AUX
fior fior _ ADJ
r' ag _ PART
a a Gender=Masc|Number=Sing|Person=3 DET
ràdha abair VerbForm=Inf NOUN
, , _ PUNCT
saoilidh saoil Tense=Fut VERB
mi mi Number=Sing|Person=1 PRON
, , _ PUNCT
gur is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
greadhnachas greadhnachas Case=Nom|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
com-pàirt com-pàirt Case=Nom|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
fainear fainear _ ADJ
do do _ ADP
'n an Gender=Fem|Number=Sing DET
mhór-chuid mór-chuid Case=Dat|Gender=Fem|Number=Sing NOUN
de de _ ADP
'n an Gender=Fem|Number=Sing DET
bhàrdachd bàrdachd Case=Dat|Gender=Fem|Number=Sing NOUN
ghnàthasaich gnàthasaich Case=Dat|Gender=Fem|Number=Sing ADJ
. . _ PUNCT

Bha bi Tense=Past VERB
ealain ealan Case=Nom|Gender=Masc|Number=Plur NOUN
a’ an Case=Gen|Gender=Masc|Number=Sing DET
bhàird bàird Case=Gen|Gender=Masc|Number=Sing NOUN
a' ag _ PART
toirt toir VerbForm=Vnoun NOUN
cothrom cothrom Case=Gen|Gender=Masc|Number=Sing NOUN
do do _ ADP
'n an Gender=Masc|Number=Sing DET
luchd-éisteachd neach-éisteachd Case=Dat|Gender=Masc|Number=Sing NOUN
a a PartType=Inf PART
dhol rach VerbForm=Inf NOUN
an an _ ADP
com-pàirt com-pàirt Case=Dat|Gender=Masc|Number=Sing NOUN
cultarach cultarach Case=Dat|Gender=Masc|Number=Sing ADJ
; ; _ PUNCT
agus agus _ CCONJ
bha bi Tense=Past VERB
an an Gender=Masc|Number=Sing DET
compàrt compàrt Case=Nom|Gender=Masc|Number=Sing NOUN
sin sin _ DET
a' ag _ PART
daingneachadh daingnich VerbForm=Vnoun NOUN
an an Number=Plur|Person=3 DET
grèim grèim Case=Gen|Gender=Masc|Number=Sing NOUN
air air _ ADP
an an Gender=Masc|Number=Sing DET
ionad ionad Case=Dat|Gender=Masc|Number=Sing NOUN
chultarach cultarach Case=Dat|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

Bha bi Tense=Past VERB
a’ an Gender=Fem|Number=Sing DET
bhàrdachd bàrdachd Case=Nom|Gender=Fem|Number=Sing NOUN
gu gu PartType=Ad PART
mór mór _ ADV
air air _ ADP
bhunait bunait Case=Dat|Gender=Fem|Number=Sing NOUN
beulais beulas Case=Gen|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
bha bi Tense=Past VERB
móran móran Case=Nom|Gender=Masc|Number=Sing NOUN
dhith de Gender=Fem|Number=Sing|Person=3 ADP
an an _ ADP
riochd riochd Case=Dat|Gender=Fem|Number=Sing NOUN
òrain òrain Case=Gen|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Mar mar _ ADP
sin sin _ PRON
cha cha PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
móran móran Case=Nom|Gender=Masc|Number=Sing NOUN
meas meas Case=Gen|Gender=Masc|Number=Sing NOUN
air air _ ADP
nuadhas nuadhas Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Dh’fheumadh feum Mood=Cnd VERB
an an Gender=Masc|Number=Sing DET
luchd-éisteachd neach-éisteachd Case=Nom|Gender=Masc|Number=Sing NOUN
greimeachadh greimich _ NOUN
a a _ ADP
dh’aon aon _ NUM
ligeadh ligeadh Case=Dat|Gender=Masc|Number=Sing NOUN
ri ri _ ADP
brigh brigh Case=Dat|Gender=Fem|Number=Sing NOUN
na an Case=Gen|Gender=Fem|Number=Sing DET
cùise cùis Case=Gen|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
agus agus _ CCONJ
mar mar _ ADP
sin sin _ PRON
'se is _ AUX
ealantas ealantas Case=Nom|Gender=Masc|Number=Sing NOUN
rannaigheachd rannaigheachd Case=Gen|Gender=Fem|Number=Sing NOUN
agus agus _ CCONJ
geòire geòire Case=Nom|Gender=Masc|Number=Sing NOUN
cainnt cainnt Case=Gen|Gender=Fem|Number=Sing NOUN
air air _ PART
an an Number=Plur|Person=3 DET
riochdachadh riochdaich VerbForm=Inf NOUN
anns anns _ ADP
an an Gender=Masc|Number=Sing DET
fhacal facal Case=Dat|Gender=Masc|Number=Sing NOUN
ghleusda gleusda Case=Dat|Gender=Masc|Number=Sing ADJ
, , _ PUNCT
dhrùidhteach drùidhteach Case=Dat|Gender=Masc|Number=Sing ADJ
air air _ ADP
an an Mood=Int|PartType=Vb|PronType=Int PART
robh bi Tense=Past VERB
an an Gender=Masc|Number=Sing DET
t-inneas inneas Case=Nom|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Gu gu PartType=Ad PART
follaiseach follaiseach _ ADV
, , _ PUNCT
cuideachd cuideachd _ ADV
, , _ PUNCT
cha cha PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
àite àite Case=Nom|Gender=Masc|Number=Sing NOUN
anns anns _ ADP
an an Gender=Fem|Number=Sing DET
leithid leithid Case=Dat|Gender=Fem|Number=Sing NOUN
sin sin _ DET
de de _ ADP
shuidheachadh suidheachadh Case=Dat|Gender=Masc|Number=Sing NOUN
do do _ ADP
dhreuchd dreuchd Case=Dat|Gender=Fem|Number=Sing NOUN
an an Case=Gen|Gender=Masc|Number=Sing DET
léirmheasaiche léirmheasaiche Case=Gen|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Cha cha PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
eadar-dhealachadh eadar-dhealachadh Case=Nom|Gender=Masc|Number=Sing NOUN
ann ann Gender=Masc|Number=Sing|Person=3 ADP
de de _ ADP
'n an Gender=Masc|Number=Sing DET
t-seòrsa seòrsa Case=Dat|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
tha bi Tense=Pres VERB
air air _ PART
a a Gender=Masc|Number=Sing|Person=3 DET
chleachdadh cleachd VerbForm=Inf NOUN
an an _ ADV
diugh diugh _ ADV
eadar eadar _ ADP
fear-éisteachd fear-éisteachd Case=Nom|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
breithniche breithniche Case=Nom|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
ged ged _ SCONJ
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
feadhainn feadhainn Case=Nom|Gender=Fem|Number=Sing NOUN
ann ann Gender=Masc|Number=Sing|Person=3 ADP
, , _ PUNCT
neo neo _ CCONJ
is is _ AUX
iongantas iongantas Case=Nom|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
air air _ PART
am am Number=Plur|Person=3 DET
meas meas VerbForm=Inf NOUN
roimh ro _ ADP
chàch càch Case=Dat|Gender=Masc|Number=Sing NOUN
ann ann _ ADP
am an _ ADP
breithneachadh breithneachadh Case=Dat|Gender=Masc|Number=Sing NOUN
ealain ealan Case=Gen|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Bha bi Tense=Past VERB
an an Gender=Fem|Number=Sing DET
tomhais tomhais Case=Nom|Gender=Masc|Number=Sing NOUN
soirbheachais soirbheachas Case=Gen|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
gu gu _ PART
bhith bi VerbForm=Vnoun NOUN
le le _ ADP
bàrdachd bàrdachd Case=Dat|Gender=Fem|Number=Sing NOUN
an an _ ADP
crochadh crochadh Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
anns anns _ ADP
a’ an Gender=Masc|Number=Sing DET
cheud cheud _ NUM
àite àite Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
air air _ ADP
an an Mood=Int|PartType=Vb|PronType=Int PART
gabhadh gabh Mood=Cnd VERB
an an Gender=Masc|Number=Sing DET
luchd-éisteachd neach-éisteachd Case=Nom|Gender=Masc|Number=Sing NOUN
rithe rithe Gender=Fem|Number=Sing|Person=3 ADP
na na _ CCONJ
nach nach PartType=Cmpl|Polarity=Neg PART
gabhadh gabh Mood=Cnd VERB
. . _ PUNCT

B' is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
sin sin _ PRON
an an Gender=Masc|Number=Sing DET
aon aon _ NUM
urras urras Case=Nom|Gender=Masc|Number=Sing NOUN
air air Gender=Masc|Number=Sing|Person=3 ADP
gu gu _ PART
maireadh mair Mood=Cnd VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
agus agus _ CCONJ
gum gum _ PART
biodh bi Mood=Cnd VERB
i i Gender=Fem|Number=Sing|Person=3 PRON
air air _ PART
a a Gender=Fem|Number=Sing|Person=3 DET
craobh-sgaoileadh craobh-sgaoil VerbForm=Inf NOUN
a-mach a-mach _ ADV
às as _ ADP
a a Gender=Fem|Number=Sing|Person=3 DET
h-àite àite Case=Dat|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
às as _ ADP
a a Gender=Fem|Number=Sing|Person=3 DET
h-am am Case=Dat|Gender=Masc|Number=Sing NOUN
ionadail ionadail Case=Dat|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

A a _ ADV
nise nise _ ADV
, , _ PUNCT
bha bi Tense=Past VERB
de de _ ADP
bhuaidh buaidh Case=Dat|Gender=Fem|Number=Sing NOUN
aig aig _ ADP
an an _ PRON
seo seo _ PRON
gu gu _ PART
robh bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
a' ag _ PART
cur cuir VerbForm=Vnoun NOUN
cuibhreachadh cuibhreachadh Case=Gen|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
ann ann _ ADP
an an _ ADP
dòighean dòigh Case=Dat|Gender=Fem|Number=Plur NOUN
, , _ PUNCT
gach gach _ DET
cuid cuid Case=Nom|Gender=Fem|Number=Sing NOUN
air air _ ADP
a’ an Gender=Fem|Number=Sing DET
bhàrdachd bàrdachd Case=Dat|Gender=Fem|Number=Sing NOUN
agus agus _ CCONJ
air air _ ADP
a’ an Gender=Masc|Number=Sing DET
bhàrd bàrd Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Bha bi Tense=Past VERB
dlùth-cheangal dlùth-cheangal Case=Nom|Gender=Masc|Number=Sing NOUN
eadar eadar _ ADP
an an Gender=Masc|Number=Sing DET
traidisean traidisean Case=Nom|Gender=Masc|Number=Sing NOUN
agus agus _ CCONJ
comhdheilbh comhdheilbh Case=Nom|Gender=Masc|Number=Sing NOUN
sòichealach sòichealach Case=Nom|Gender=Masc|Number=Sing ADJ
àraidh àraidh Case=Nom|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

Mar mar _ SCONJ
a a PartType=Vb|PronType=Rel PART
thuit tuit Tense=Past VERB
an an Gender=Masc|Number=Sing DET
comhdheilbh comhdheilbh Case=Nom|Gender=Masc|Number=Sing NOUN
sòichealach sòichealach Case=Nom|Gender=Masc|Number=Sing ADJ
seo seo _ DET
as as _ ADP
a a Reflex=Yes PRON
chèile chèile Reflex=Yes PRON
, , _ PUNCT
agus agus _ CCONJ
mar mar _ SCONJ
a a PartType=Vb|PronType=Rel PART
chaidh rach Tense=Past VERB
ithe ith _ NOUN
as as Gender=Masc|Number=Sing|Person=3 ADP
agus agus _ CCONJ
rud rud Case=Nom|Gender=Masc|Number=Sing NOUN
eile eile Case=Nom|Gender=Masc|Number=Sing ADJ
a a PartType=Inf PART
chur cuir VerbForm=Inf NOUN
'na an _ ADP
àite àite Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
troimh troimh _ ADP
an an Gender=Fem|Number=Sing DET
naoidheamh naoidheamh _ NUM
linn linn Case=Dat|Gender=Fem|Number=Sing NOUN
deug deug _ NUM
agus agus _ CCONJ
troimh troimh _ ADP
an an Gender=Fem|Number=Sing DET
fhicheadamh fhicheadamh _ NUM
linn linn Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
agus agus _ CCONJ
mar mar _ SCONJ
a a PartType=Vb|PronType=Rel PART
thàinig thig Tense=Past VERB
dòighean-beatha dòighean-beatha Case=Nom|Gender=Fem|Number=Plur NOUN
ùr ùr Case=Nom|Gender=Fem|Number=Plur ADJ
a a _ ADV
steach steach _ ADV
ann ann _ ADP
an an _ ADP
am am Case=Dat|Gender=Masc|Number=Sing NOUN
anns anns _ ADP
an an Mood=Int|PartType=Vb|PronType=Int PART
robh bi Tense=Past VERB
buntanas buntanas Case=Nom|Gender=Masc|Number=Sing NOUN
ris ri _ ADP
an an Gender=Masc|Number=Sing DET
t-saoghal saoghal Case=Dat|Gender=Masc|Number=Sing NOUN
a a _ ADJ
muigh muigh _ ADJ
a' ag _ PART
leudachadh leudaich VerbForm=Vnoun NOUN
gu gu PartType=Ad PART
brais brais _ ADV
, , _ PUNCT
chaidh rach Tense=Past VERB
a’ an Gender=Fem|Number=Sing DET
bhàrdachd bàrdachd Case=Nom|Gender=Fem|Number=Sing NOUN
beagan beagan Case=Nom|Gender=Masc|Number=Sing NOUN
air air _ ADP
bheagan beagan Case=Dat|Gender=Masc|Number=Sing NOUN
an an _ ADP
tainead tainead Case=Dat|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Tha bi Tense=Pres VERB
an an Gender=Masc|Number=Sing DET
searg searg Case=Nom|Gender=Masc|Number=Sing NOUN
sa sa _ DET
ri ri _ PART
fhaicinn faic VerbForm=Vnoun NOUN
ann ann _ ADP
an an _ ADP
iomadach iomadach _ ADJ
dòigh dòigh Case=Dat|Gender=Fem|Number=Sing NOUN
. . _ PUNCT

Chaidh rach Tense=Past VERB
àireamh àireamh Case=Nom|Gender=Fem|Number=Sing NOUN
cinn-chuspair cinn-chuspair Case=Nom|Gender=Masc|Number=Plur NOUN
nam an Case=Gen|Gender=Masc|Number=Plur DET
bàrd bàrd Case=Gen|Gender=Masc|Number=Plur NOUN
an an _ ADP
teircead teircead Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
agus agus _ CCONJ
